spending_vel_3h,spending_vel_6h,spending_vel_24h,frequency_3h,frequency_6h,frequency_24h,category_risk_score,merchant_risk_score,age_risk_score,is_enterprise,cluster,fraud
-0.21658997733416743,13.32580555553493,5.255942418491772,0.15560184084554693,0.3053417280212906,0.18639024377533886,-0.19424335783984187,-0.1513133480747821,-0.19287209461954624,-0.04432963510420338,2,0
0.0039030712471579284,-0.0719590233621614,-0.060388606862159154,0.15560184084554693,0.3053417280212906,0.18639024377533886,-0.19424335783984187,-0.1513133480747821,0.4283057804286352,-0.04432963510420338,0,0
-0.11389203162976207,-0.05921785572964661,-0.11534323613577087,0.15560184084554693,0.3053417280212906,0.18639024377533886,-0.19424335783984187,-0.1513133480747821,0.4283057804286352,-0.04432963510420338,0,0
-0.19781172319674498,-0.2848598244474086,-0.20422594746092249,0.15560184084554693,-0.5740662587315905,0.18639024377533886,-0.19424335783984187,-0.1513133480747821,-0.19287209461954624,-0.04432963510420338,2,0
-0.22781965288532735,-0.25836578356391626,-0.38602925505785296,0.15560184084554693,0.3053417280212906,0.18639024377533886,-0.19424335783984187,-0.1513133480747821,0.4283057804286352,-0.04432963510420338,0,0
-0.12819705401236248,0.05760252740221972,-0.07607234290485212,0.15560184084554693,0.3053417280212906,0.18639024377533886,-0.19424335783984187,-0.1513133480747821,-1.228782501808476,-0.04432963510420338,2,0
-0.07242144556945397,-0.15235800422937013,0.16460037266394476,0.15560184084554693,-0.5740662587315905,0.7229174201097712,-0.19424335783984187,-0.1513133480747821,-2.504132475134201,-0.04432963510420338,2,0
0.25929664674889796,0.16534917576849867,-0.03758932966351919,1.810574768070676,2.0641577015270527,0.7229174201097712,1.4893015266879328,-0.1513133480747821,-1.228782501808476,-0.04432963510420338,1,0
0.9227328313856015,0.6572278011448388,0.22665823246866618,0.15560184084554693,0.3053417280212906,0.3652326358868163,1.4893015266879328,-0.1513133480747821,0.8723455087572418,-0.04432963510420338,1,0
0.08880128226050782,-0.25131546003525423,-0.7791321273618337,-3.154344013604711,-4.091698205743114,-3.5692999905656873,0.5679485371140799,1.0135264491802871,-2.504132475134201,-0.04432963510420338,2,0
